1.GeneID,transcript_name,gene_ids,genes_names
ENSMUST00000152648.1,Gm15063-201,ENSMUSG00000086937,Gm15063
ENSMUST00000222317.1,Gm33424-201,ENSMUSG00000113101,Gm33424
ENSMUST00000105675.7,Park7-204,ENSMUSG00000028964,Park7
ENSMUST00000090487.11,Fam71f1-201,ENSMUSG00000039742,Fam71f1
ENSMUST00000173637.1,4931413I07Rik-201,ENSMUSG00000092602,4931413I07Rik
ENSMUST00000175624.2,0,0,0
ENSMUST00000171565.7,Map3k12-208,ENSMUSG00000023050,Map3k12
ENSMUST00000220904.1,Dtna-203,ENSMUSG00000024302,Dtna
ENSMUST00000040128.11,Atp8b4-201,ENSMUSG00000060131,Atp8b4
ENSMUST00000095941.8,Fbxo34-202,ENSMUSG00000037536,Fbxo34
ENSMUST00000163196.1,Gm17041-201,ENSMUSG00000090570,Gm17041
ENSMUST00000113396.2,Gm10552-201,ENSMUSG00000073628,Gm10552
ENSMUST00000099194.3,Tspyl3-201,ENSMUSG00000074671,Tspyl3
ENSMUST00000058651.4,Lao1-201,ENSMUSG00000024903,Lao1
ENSMUST00000203903.1,Gm44172-201,ENSMUSG00000108213,Gm44172
ENSMUST00000216282.1,Gm17749-201,ENSMUSG00000111818,Gm17749
ENSMUST00000137162.7,5330411J11Rik-201,ENSMUSG00000087455,5330411J11Rik
ENSMUST00000109447.1,Gm11020-201,ENSMUSG00000078953,Gm11020
ENSMUST00000238934.1,Rskr-207,ENSMUSG00000037593,BC030499
ENSMUST00000198011.1,Gm43403-201,ENSMUSG00000105676,Gm43403
ENSMUST00000107505.7,Syt11-203,ENSMUSG00000068923,Syt11
ENSMUST00000234637.1,1810014P07Rik-201,ENSMUSG00000117434,
ENSMUST00000073527.12,Thsd7b-202,ENSMUSG00000042581,Thsd7b
ENSMUST00000087497.10,Col11a2-201,ENSMUSG00000024330,Col11a2
ENSMUST00000034522.7,Clmp-201,ENSMUSG00000032024,Clmp
ENSMUST00000181102.1,Gm9903-201,ENSMUSG00000097271,Gm9903
ENSMUST00000180463.2,Rd3-202,ENSMUSG00000049353,Rd3
ENSMUST00000200729.1,Gm42884-201,ENSMUSG00000107090,Gm42884
ENSMUST00000022985.1,Klhl38-201,ENSMUSG00000022357,Klhl38
ENSMUST00000057145.6,Hcar2-201,ENSMUSG00000045502,Hcar2
ENSMUST00000235159.1,B230217O12Rik-202,ENSMUSG00000097785,B230217O12Rik
ENSMUST00000104941.3,H4c17-201,ENSMUSG00000069306,Hist1h4m
ENSMUST00000030015.5,Trmo-201,ENSMUSG00000028331,Trmo
ENSMUST00000180996.1,AY702103-202,ENSMUSG00000067103,AY702103
ENSMUST00000165774.7,Gbp2-201,ENSMUSG00000028270,Gbp2
ENSMUST00000163623.2,Nedd9-202,ENSMUSG00000021365,Nedd9
ENSMUST00000194969.1,Gm37625-201,ENSMUSG00000102782,Gm37625
ENSMUST00000020118.4,Dusp6-201,ENSMUSG00000019960,Dusp6
ENSMUST00000214616.1,Gm48277-202,ENSMUSG00000111858,Gm48277
ENSMUST00000041840.13,Spef2-201,ENSMUSG00000072663,Spef2
ENSMUST00000070533.4,Xkr4-201,ENSMUSG00000051951,Xkr4
ENSMUST00000090597.10,Atxn7l1-202,ENSMUSG00000020564,Atxn7l1
ENSMUST00000136312.1,Ubc-202,ENSMUSG00000008348,Ubc
ENSMUST00000160137.1,A730090N16Rik-201,ENSMUSG00000090120,A730090N16Rik
ENSMUST00000152069.1,Gm12446-202,ENSMUSG00000087383,Gm12446
ENSMUST00000188243.1,4930444A19Rik-201,ENSMUSG00000101674,4930444A19Rik
ENSMUST00000058429.5,Il27-201,ENSMUSG00000044701,Il27
ENSMUST00000234181.1,Gm36486-202,ENSMUSG00000117575,
ENSMUST00000175668.1,Gm20703-201,ENSMUSG00000093622,Gm20703
ENSMUST00000089520.2,Shroom4-201,ENSMUSG00000068270,Shroom4
ENSMUST00000110455.3,H2bc12-201,ENSMUSG00000062727,Hist1h2bk
ENSMUST00000105911.1,Gpr3-202,ENSMUSG00000049649,Gpr3
ENSMUST00000100211.10,4930562C15Rik-201,ENSMUSG00000022518,4930562C15Rik
ENSMUST00000211856.1,Gm45702-201,ENSMUSG00000110483,Gm45702
ENSMUST00000197321.4,Gm10030-203,ENSMUSG00000057802,Gm10030
ENSMUST00000219371.1,9530020I12Rik-203,ENSMUSG00000112041,9530020I12Rik
ENSMUST00000174122.1,Nudt12-203,ENSMUSG00000024228,Nudt12
ENSMUST00000109775.3,Apol9b-201,ENSMUSG00000068246,Apol9b
ENSMUST00000180671.1,Gm4419-201,ENSMUSG00000097055,Gm4419
ENSMUST00000210596.1,5830408C22Rik-203,ENSMUSG00000110148,5830408C22Rik
ENSMUST00000030420.8,Epha8-201,ENSMUSG00000028661,Epha8
ENSMUST00000056147.13,Zfp119b-201,ENSMUSG00000062101,Zfp119b
ENSMUST00000139751.1,AY512931-201,ENSMUSG00000066158,AY512931
ENSMUST00000152070.1,Gm15640-201,ENSMUSG00000085781,Gm15640
ENSMUST00000216902.1,Gm48714-201,ENSMUSG00000111067,Gm48714
ENSMUST00000207552.1,Gm10648-201,ENSMUSG00000108930,Gm10648
ENSMUST00000113980.3,M1ap-201,ENSMUSG00000030041,M1ap
ENSMUST00000108301.7,Pdp1-205,ENSMUSG00000049225,Pdp1
ENSMUST00000095823.8,2410004P03Rik-201,ENSMUSG00000071398,2410004P03Rik
ENSMUST00000217517.1,Olfr281-202,ENSMUSG00000032987,Olfr281
ENSMUST00000109685.7,Itch-202,ENSMUSG00000027598,Itch
ENSMUST00000209402.1,Gm45847-201,ENSMUSG00000109814,Gm45847
ENSMUST00000180308.2,Flg-208,ENSMUSG00000102439,Flg
ENSMUST00000198429.1,Gm42809-201,ENSMUSG00000105941,Gm42809
ENSMUST00000024708.5,Tnfrsf21-201,ENSMUSG00000023915,Tnfrsf21
ENSMUST00000197021.1,Ankrd17-205,ENSMUSG00000055204,Ankrd17
ENSMUST00000112479.8,Parp3-202,ENSMUSG00000023249,Parp3
ENSMUST00000209597.1,1700012D14Rik-201,ENSMUSG00000110424,1700012D14Rik
ENSMUST00000222647.1,Gm48823-201,ENSMUSG00000113699,Gm48823
ENSMUST00000228939.1,Gm49123-201,ENSMUSG00000115391,AC107711.3
ENSMUST00000212701.1,Gm45743-201,ENSMUSG00000110540,Gm45743
ENSMUST00000221201.1,Gm36495-201,ENSMUSG00000114018,Gm36495
ENSMUST00000216052.1,Gm47171-201,ENSMUSG00000111340,Gm47171
ENSMUST00000194376.1,Lrriq3-203,ENSMUSG00000028182,Lrriq3
ENSMUST00000236133.1,Gm35867-201,ENSMUSG00000117848,
ENSMUST00000045702.5,Slc2a6-201,ENSMUSG00000036067,Slc2a6
ENSMUST00000046174.7,Cldn11-201,ENSMUSG00000037625,Cldn11
ENSMUST00000060185.2,Fndc9-201,ENSMUSG00000048721,Fndc9
ENSMUST00000181114.5,1700028E10Rik-201,ENSMUSG00000097321,1700028E10Rik
ENSMUST00000219628.1,Gm48878-201,ENSMUSG00000112794,Gm48878
ENSMUST00000086563.10,Trmo-202,ENSMUSG00000028331,Trmo
ENSMUST00000215372.1,Zfp317-205,ENSMUSG00000057551,Zfp317
ENSMUST00000168218.7,Tmem11-203,ENSMUSG00000043284,Tmem11
ENSMUST00000205869.1,Gm44836-201,ENSMUSG00000108486,Gm44836
ENSMUST00000208788.1,Smim38-204,ENSMUSG00000109305,1810010D01Rik
ENSMUST00000161487.7,Ppm1h-206,ENSMUSG00000034613,Ppm1h
ENSMUST00000051089.3,Gm42743-201,ENSMUSG00000050936,Gm42743
ENSMUST00000146134.1,Gm13920-201,ENSMUSG00000085110,Gm13920
ENSMUST00000054799.8,BC048671-201,ENSMUSG00000049694,BC048671
ENSMUST00000192517.1,Gm37022-201,ENSMUSG00000103609,Gm37022
ENSMUST00000208972.1,Gm20744-201,ENSMUSG00000109145,Gm20744
ENSMUST00000005669.8,Cyp2b13-201,ENSMUSG00000040583,Cyp2b13
ENSMUST00000180432.8,Pvt1-201,ENSMUSG00000097039,Pvt1
ENSMUST00000102594.10,1110051M20Rik-203,ENSMUSG00000040591,1110051M20Rik
ENSMUST00000223261.1,Gm31513-201,ENSMUSG00000113052,Gm31513
ENSMUST00000126238.2,Gm16759-201,ENSMUSG00000086539,Gm16759
ENSMUST00000218836.1,5430401H09Rik-202,ENSMUSG00000112071,5430401H09Rik
ENSMUST00000019942.5,Aig1-201,ENSMUSG00000019806,Aig1
ENSMUST00000000809.2,Slc5a5-201,ENSMUSG00000000792,Slc5a5
ENSMUST00000006742.10,Atp7b-201,ENSMUSG00000006567,Atp7b
ENSMUST00000106852.1,Gm10964-201,ENSMUSG00000078620,Gm10964
ENSMUST00000221713.1,Ggps1-204,ENSMUSG00000021302,Ggps1
ENSMUST00000029406.5,Vmn2r1-201,ENSMUSG00000027824,Vmn2r1
ENSMUST00000177479.1,Ly6l-201,ENSMUSG00000093626,Ly6l
ENSMUST00000225768.1,4933436N17Rik-201,ENSMUSG00000114746,4933436N17Rik
ENSMUST00000065213.4,Rnf222-201,ENSMUSG00000046490,Rnf222
ENSMUST00000174177.1,Cdk3-202,ENSMUSG00000092300,Cdk3-ps
ENSMUST00000187923.1,6330403L08Rik-202,ENSMUSG00000075585,6330403L08Rik
ENSMUST00000210616.1,Letm2-208,ENSMUSG00000037363,Letm2
ENSMUST00000233101.1,Gm41541-201,ENSMUSG00000117070,
ENSMUST00000237660.1,A730085E03Rik-201,ENSMUSG00000117889,
ENSMUST00000198851.1,0,0,0
ENSMUST00000031741.7,Cyp3a13-201,ENSMUSG00000029727,Cyp3a13
ENSMUST00000106401.7,Camk2d-205,ENSMUSG00000053819,Camk2d
ENSMUST00000059539.4,Nap1l5-201,ENSMUSG00000055430,Nap1l5
ENSMUST00000029240.13,Slc2a2-201,ENSMUSG00000027690,Slc2a2
ENSMUST00000191299.6,1700066B17Rik-203,ENSMUSG00000101634,1700066B17Rik
ENSMUST00000106388.8,Sphk1-206,ENSMUSG00000061878,Sphk1
ENSMUST00000222580.1,BB123696-201,ENSMUSG00000113737,BB123696
ENSMUST00000006898.9,Gmnn-201,ENSMUSG00000006715,Gmnn
ENSMUST00000019954.5,Zc2hc1b-201,ENSMUSG00000019815,Zc2hc1b
ENSMUST00000063396.9,Sphk1-201,ENSMUSG00000061878,Sphk1
ENSMUST00000215747.1,1700027J07Rik-202,ENSMUSG00000111422,1700027J07Rik
ENSMUST00000178797.7,St6gal1-205,ENSMUSG00000022885,St6gal1
ENSMUST00000221299.1,Gm47662-201,ENSMUSG00000114185,Gm47662
ENSMUST00000120779.7,Nfyc-204,ENSMUSG00000032897,Nfyc
ENSMUST00000189067.6,C430002N11Rik-202,ENSMUSG00000101581,C430002N11Rik
ENSMUST00000190396.1,Gm29590-201,ENSMUSG00000100022,Gm29590
ENSMUST00000177368.1,Gm20661-203,ENSMUSG00000079323,Gm20661
ENSMUST00000040217.5,Tbc1d21-201,ENSMUSG00000036244,Tbc1d21
ENSMUST00000177563.1,Gm5741-201,ENSMUSG00000095845,Gm5741
ENSMUST00000205646.1,4931431B13Rik-202,ENSMUSG00000108354,4931431B13Rik
ENSMUST00000207708.1,Unc13b-216,ENSMUSG00000028456,Unc13b
ENSMUST00000187393.1,Gm28424-201,ENSMUSG00000101037,Gm28424
ENSMUST00000075946.11,Eaf2-202,ENSMUSG00000022838,Eaf2
ENSMUST00000193705.1,Gm37336-202,ENSMUSG00000104520,Gm37336
ENSMUST00000180063.7,Fndc7-207,ENSMUSG00000045326,Fndc7
ENSMUST00000089398.8,Il2rb-201,ENSMUSG00000068227,Il2rb
ENSMUST00000230387.1,4930513L16Rik-201,ENSMUSG00000116491,AL513352.1
ENSMUST00000167704.1,1700112D23Rik-201,ENSMUSG00000091329,1700112D23Rik
ENSMUST00000170695.3,Pcdh10-202,ENSMUSG00000049100,Pcdh10
ENSMUST00000185035.1,Mir8120-201,ENSMUSG00000098944,Mir8120
ENSMUST00000204559.1,Gm44154-201,ENSMUSG00000107428,Gm44154
ENSMUST00000165714.1,Fbxo34-204,ENSMUSG00000037536,Fbxo34
ENSMUST00000054472.3,Bsnd-201,ENSMUSG00000025418,Bsnd
ENSMUST00000154066.1,A430078I02Rik-202,ENSMUSG00000085589,A430078I02Rik
ENSMUST00000192996.1,Gm38150-201,ENSMUSG00000103164,Gm38150
ENSMUST00000171798.1,Fam71a-201,ENSMUSG00000091017,Fam71a
ENSMUST00000220827.1,Gm33195-201,ENSMUSG00000113780,Gm33195
ENSMUST00000124303.8,Dph3-205,ENSMUSG00000021905,Dph3
ENSMUST00000059206.7,Pstpip1-201,ENSMUSG00000032322,Pstpip1
ENSMUST00000201790.1,AI839979-202,ENSMUSG00000107355,AI839979
ENSMUST00000106892.1,Usp17lc-202,ENSMUSG00000058976,Usp17lc
ENSMUST00000158766.1,0,0,0
ENSMUST00000083657.1,Gm22753-201,ENSMUSG00000065591,Gm22753
ENSMUST00000060004.14,Tmem116-202,ENSMUSG00000029452,Tmem116
ENSMUST00000181405.2,4930509E16Rik-201,ENSMUSG00000096986,4930509E16Rik
ENSMUST00000031607.6,Dtx1-201,ENSMUSG00000029603,Dtx1
ENSMUST00000128728.1,Gm15690-201,ENSMUSG00000086165,Gm15690
ENSMUST00000082430.9,Gpx3-201,ENSMUSG00000018339,Gpx3
ENSMUST00000163172.1,1700092M07Rik-201,ENSMUSG00000090840,1700092M07Rik
ENSMUST00000193420.1,C630050I24Rik-201,ENSMUSG00000102271,C630050I24Rik
ENSMUST00000114297.4,Vopp1-201,ENSMUSG00000037788,Vopp1
ENSMUST00000199183.4,Il6-203,ENSMUSG00000025746,Il6
ENSMUST00000221152.1,Gm36635-201,ENSMUSG00000112991,Gm36635
ENSMUST00000210205.1,Gm31323-201,ENSMUSG00000116589,
ENSMUST00000183932.1,Mir3473e-201,ENSMUSG00000099301,Mir3473e
ENSMUST00000198145.1,1700008B11Rik-201,ENSMUSG00000104872,1700008B11Rik
ENSMUST00000228245.1,Gm41318-201,ENSMUSG00000115775,AC101831.1
ENSMUST00000112022.4,Camp-201,ENSMUSG00000038357,Camp
ENSMUST00000231221.1,Dlg4-214,ENSMUSG00000020886,Dlg4
ENSMUST00000222745.1,4930447K03Rik-201,ENSMUSG00000113591,4930447K03Rik
ENSMUST00000207045.1,Gm14377-201,ENSMUSG00000109501,Gm14377
ENSMUST00000102951.1,Thnsl1-202,ENSMUSG00000048550,Thnsl1
ENSMUST00000112866.7,Cxcl12-202,ENSMUSG00000061353,Cxcl12
ENSMUST00000181274.1,Platr22-201,ENSMUSG00000097448,Platr22
ENSMUST00000069324.6,Zfp580-201,ENSMUSG00000055633,Zfp580
ENSMUST00000219184.1,C230072F16Rik-201,ENSMUSG00000112121,C230072F16Rik
ENSMUST00000211063.1,Gm45378-201,ENSMUSG00000110326,Gm45378
ENSMUST00000203992.1,Gm43923-201,ENSMUSG00000108256,Gm43923
ENSMUST00000089452.5,Apol9a-202,ENSMUSG00000057346,Apol9a
ENSMUST00000195783.1,Gm37785-201,ENSMUSG00000102526,Gm37785
ENSMUST00000036089.7,Trim69-201,ENSMUSG00000033368,Trim69
ENSMUST00000199494.1,Mir136-201,ENSMUSG00000104858,Mir136
ENSMUST00000181592.1,I830134H01Rik-202,ENSMUSG00000069554,I830134H01Rik
ENSMUST00000204222.1,Gm44194-201,ENSMUSG00000108278,Gm44194
ENSMUST00000075523.10,Bglap3-201,ENSMUSG00000074489,Bglap3
ENSMUST00000207143.1,Dhcr7-211,ENSMUSG00000058454,Dhcr7
ENSMUST00000047720.8,Disp3-201,ENSMUSG00000041544,Disp3
ENSMUST00000116880.1,0,0,0
ENSMUST00000200275.1,Gm43751-201,ENSMUSG00000105322,Gm43751
ENSMUST00000062028.7,Gpr61-201,ENSMUSG00000046793,Gpr61
ENSMUST00000130679.1,A530013C23Rik-201,ENSMUSG00000006462,A530013C23Rik
ENSMUST00000232609.1,Gm38551-201,ENSMUSG00000116801,
ENSMUST00000078527.12,Rxfp1-201,ENSMUSG00000034009,Rxfp1
ENSMUST00000177587.8,Jdp2-203,ENSMUSG00000034271,Jdp2
ENSMUST00000192925.1,Gm37913-201,ENSMUSG00000103273,Gm37913
ENSMUST00000115542.7,Asns-202,ENSMUSG00000029752,Asns
ENSMUST00000097399.5,Dynlt2a3-201,ENSMUSG00000116780,
ENSMUST00000190169.1,Gm17767-202,ENSMUSG00000099413,Gm17767
ENSMUST00000233708.1,Gm13274-204,ENSMUSG00000086074,Gm13274
ENSMUST00000115811.7,Pik3c3-202,ENSMUSG00000033628,Pik3c3
ENSMUST00000181440.2,BC051077-201,ENSMUSG00000097163,BC051077
ENSMUST00000073618.12,Mfsd4b5-202,ENSMUSG00000038528,Mfsd4b5
ENSMUST00000102530.7,Sema3b-203,ENSMUSG00000057969,Sema3b
ENSMUST00000079268.8,Cyp3a57-201,ENSMUSG00000070419,Cyp3a57
ENSMUST00000107898.7,Coil-202,ENSMUSG00000033983,Coil
ENSMUST00000231433.1,BC049762-203,ENSMUSG00000045942,BC049762
ENSMUST00000187218.1,1810041H14Rik-202,ENSMUSG00000102112,1810041H14Rik
ENSMUST00000163389.8,Ilk-212,ENSMUSG00000030890,Ilk
ENSMUST00000026357.11,Jph3-201,ENSMUSG00000025318,Jph3
ENSMUST00000216780.1,Gm39307-201,ENSMUSG00000111205,Gm39307
ENSMUST00000015449.5,Sash1-201,ENSMUSG00000015305,Sash1
ENSMUST00000090935.8,Acvr1-202,ENSMUSG00000026836,Acvr1
ENSMUST00000148743.1,Gm11335-201,ENSMUSG00000085016,Gm11335
ENSMUST00000147795.1,Gm3948-201,ENSMUSG00000087295,Gm3948
ENSMUST00000109269.7,Zmynd8-206,ENSMUSG00000039671,Zmynd8
ENSMUST00000183886.7,Il6st-206,ENSMUSG00000021756,Il6st
ENSMUST00000109731.7,Cdk5rap1-203,ENSMUSG00000027487,Cdk5rap1
ENSMUST00000218737.1,Gm36229-201,ENSMUSG00000112132,Gm36229
ENSMUST00000181411.1,Gm26766-201,ENSMUSG00000097259,Gm26766
ENSMUST00000037419.3,Pramel1-201,ENSMUSG00000041805,Pramel1
ENSMUST00000197831.1,Gm42513-201,ENSMUSG00000105065,Gm42513
ENSMUST00000238307.1,Gm9936-202,ENSMUSG00000107108,Gm9936
ENSMUST00000217501.1,1700027J07Rik-203,ENSMUSG00000111422,1700027J07Rik
ENSMUST00000208364.1,Gm44531-201,ENSMUSG00000109552,Gm44531
ENSMUST00000181647.1,Gm26812-201,ENSMUSG00000097812,Gm26812
ENSMUST00000227422.1,Gm41307-201,ENSMUSG00000115405,AC122397.2
ENSMUST00000076700.10,Ikzf1-204,ENSMUSG00000018654,Ikzf1
ENSMUST00000111703.1,Bhlhe41-202,ENSMUSG00000030256,Bhlhe41
ENSMUST00000033185.9,Hpx-201,ENSMUSG00000030895,Hpx
ENSMUST00000014927.7,Plekhg4-201,ENSMUSG00000014782,Plekhg4
ENSMUST00000027988.7,Ccdc3-201,ENSMUSG00000026676,Ccdc3
ENSMUST00000048121.12,Myrip-201,ENSMUSG00000041794,Myrip
ENSMUST00000022212.8,Plk2-201,ENSMUSG00000021701,Plk2
ENSMUST00000195137.1,Gm37245-201,ENSMUSG00000102476,Gm37245
ENSMUST00000218465.1,Bcr-203,ENSMUSG00000009681,Bcr
ENSMUST00000010753.13,Psen2-201,ENSMUSG00000010609,Psen2
ENSMUST00000217414.1,Gm48127-201,ENSMUSG00000111271,Gm48127
ENSMUST00000171782.1,Gm17172-201,ENSMUSG00000090692,Gm17172
ENSMUST00000016498.4,Srms-201,ENSMUSG00000027579,Srms
ENSMUST00000229334.1,Gm38563-201,ENSMUSG00000116498,AC140304.2
ENSMUST00000099816.2,Cd80-201,ENSMUSG00000075122,Cd80
ENSMUST00000199099.1,Gm43661-201,ENSMUSG00000104818,Gm43661
ENSMUST00000052277.4,Iqub-201,ENSMUSG00000046192,Iqub
ENSMUST00000200051.1,Gm35439-201,ENSMUSG00000105476,Gm35439
ENSMUST00000040750.3,Lif-201,ENSMUSG00000034394,Lif
ENSMUST00000195712.1,Gm37008-201,ENSMUSG00000103887,Gm37008
ENSMUST00000178901.7,Zfp872-202,ENSMUSG00000074472,Zfp872
ENSMUST00000214717.1,Gm47239-201,ENSMUSG00000111280,Gm47239
ENSMUST00000224981.1,Arhgef3-202,ENSMUSG00000021895,Arhgef3
ENSMUST00000221909.1,4930423D22Rik-201,ENSMUSG00000113303,4930423D22Rik
ENSMUST00000072312.11,Usp13-201,ENSMUSG00000056900,Usp13
ENSMUST00000058777.7,Angptl8-201,ENSMUSG00000047822,Angptl8
ENSMUST00000140003.1,BC037032-201,ENSMUSG00000087221,BC037032
ENSMUST00000097778.8,Arid5a-201,ENSMUSG00000037447,Arid5a
ENSMUST00000069692.9,Zfp277-202,ENSMUSG00000055917,Zfp277
ENSMUST00000212456.1,Gm39228-201,ENSMUSG00000110524,Gm39228
ENSMUST00000206566.1,Gm38534-201,ENSMUSG00000108634,Gm38534
ENSMUST00000030645.8,Cnksr1-201,ENSMUSG00000028841,Cnksr1
ENSMUST00000204288.1,Gm44386-201,ENSMUSG00000107689,Gm44386
ENSMUST00000205001.1,Gm10388-201,ENSMUSG00000107894,Gm10388
ENSMUST00000164932.2,Krt78-201,ENSMUSG00000050463,Krt78
ENSMUST00000021698.12,Hsp90aa1-201,ENSMUSG00000021270,Hsp90aa1
ENSMUST00000200941.1,Stbd1-202,ENSMUSG00000047963,Stbd1
ENSMUST00000230686.1,Gm49495-201,ENSMUSG00000116141,AC138177.2
ENSMUST00000031446.6,Tmem132b-201,ENSMUSG00000070498,Tmem132b
ENSMUST00000034854.7,Chrnb4-201,ENSMUSG00000035200,Chrnb4
ENSMUST00000199386.1,Gm19708-201,ENSMUSG00000105296,Gm19708
ENSMUST00000127483.1,Gm12050-201,ENSMUSG00000085856,Gm12050
ENSMUST00000171429.1,Gm17224-201,ENSMUSG00000092085,Gm17224
ENSMUST00000085254.6,Rdh11-201,ENSMUSG00000066441,Rdh11
ENSMUST00000218132.1,Gm48882-201,ENSMUSG00000112593,Gm48882
ENSMUST00000192016.1,Gm37045-201,ENSMUSG00000102365,Gm37045
ENSMUST00000206549.1,Gm30717-201,ENSMUSG00000108814,Gm30717
ENSMUST00000105738.8,Zfp980-201,ENSMUSG00000058186,Zfp980
ENSMUST00000153958.1,Gm15327-202,ENSMUSG00000085204,Gm15327
ENSMUST00000222800.1,Cdk13-205,ENSMUSG00000041297,Cdk13
ENSMUST00000213112.1,4930442G15Rik-201,ENSMUSG00000111629,4930442G15Rik
ENSMUST00000069325.13,Dnai2-201,ENSMUSG00000034706,Dnaic2
ENSMUST00000181282.1,Gm26887-201,ENSMUSG00000097120,Gm26887
ENSMUST00000097788.10,Mthfr-202,ENSMUSG00000029009,Mthfr
ENSMUST00000037378.5,1700020L24Rik-201,ENSMUSG00000035085,1700020L24Rik
ENSMUST00000221370.1,Trim9-208,ENSMUSG00000021071,Trim9
ENSMUST00000127786.3,Xist-201,ENSMUSG00000086503,Xist
ENSMUST00000192691.1,Gm38250-201,ENSMUSG00000104168,Gm38250
ENSMUST00000191166.1,Gm29020-201,ENSMUSG00000102074,Gm29020
ENSMUST00000020215.15,Socs2-201,ENSMUSG00000020027,Socs2
ENSMUST00000218145.1,5430401H09Rik-201,ENSMUSG00000112071,5430401H09Rik
ENSMUST00000226957.1,Gm5468-204,ENSMUSG00000115729,AC118639.1
ENSMUST00000003808.7,Gdf15-201,ENSMUSG00000038508,Gdf15
ENSMUST00000033941.6,Plat-201,ENSMUSG00000031538,Plat
ENSMUST00000193302.1,Gm37255-201,ENSMUSG00000104449,Gm37255
ENSMUST00000114474.7,Plet1-201,ENSMUSG00000032068,Plet1
ENSMUST00000050714.7,Igfals-201,ENSMUSG00000046070,Igfals
ENSMUST00000029535.5,Lelp1-201,ENSMUSG00000027927,Lelp1
ENSMUST00000181406.1,AW047730-202,ENSMUSG00000097428,AW047730
ENSMUST00000193285.1,Gm37986-201,ENSMUSG00000104212,Gm37986
ENSMUST00000091259.8,Slc7a14-201,ENSMUSG00000069072,Slc7a14
ENSMUST00000159053.1,Pitpnm2os2-201,ENSMUSG00000089842,Pitpnm2os2
ENSMUST00000027874.5,Sele-201,ENSMUSG00000026582,Sele
ENSMUST00000147324.1,Gm13348-201,ENSMUSG00000086621,Gm13348
ENSMUST00000122952.7,E130218I03Rik-201,ENSMUSG00000086322,E130218I03Rik
ENSMUST00000049400.14,Kank1-201,ENSMUSG00000032702,Kank1
ENSMUST00000156947.1,Gm11840-201,ENSMUSG00000085027,Gm11840
ENSMUST00000227097.1,Gm35248-201,ENSMUSG00000115456,AC122397.3
ENSMUST00000079824.5,Gpr84-201,ENSMUSG00000063234,Gpr84
ENSMUST00000197440.4,Slc7a7-206,ENSMUSG00000000958,Slc7a7
ENSMUST00000225697.1,Gm34059-201,ENSMUSG00000114753,Gm34059
ENSMUST00000119118.7,Fam189a1-201,ENSMUSG00000030518,Fam189a1
ENSMUST00000186240.1,Gm28913-201,ENSMUSG00000102055,Gm28913
ENSMUST00000178644.1,Gm21969-201,ENSMUSG00000094439,Gm21969
ENSMUST00000155528.1,Gm14968-201,ENSMUSG00000085285,Gm14968
ENSMUST00000031003.10,Ppp2r2c-201,ENSMUSG00000029120,Ppp2r2c
ENSMUST00000175017.1,0,0,0
ENSMUST00000204260.1,Gpnmb-203,ENSMUSG00000029816,Gpnmb
ENSMUST00000214683.1,Gm47173-201,ENSMUSG00000110735,Gm47173
ENSMUST00000053708.8,Klre1-201,ENSMUSG00000050241,Klre1
ENSMUST00000025295.7,Spry4-201,ENSMUSG00000024427,Spry4
ENSMUST00000197897.1,Gm43011-201,ENSMUSG00000106475,Gm43011
ENSMUST00000002112.14,Trappc6a-201,ENSMUSG00000002043,Trappc6a
ENSMUST00000137607.1,Gm12843-201,ENSMUSG00000085749,Gm12843
ENSMUST00000135986.8,Ccdc13-202,ENSMUSG00000079235,Ccdc13
ENSMUST00000066427.10,Sp100-202,ENSMUSG00000026222,Sp100
ENSMUST00000095580.2,Mypn-201,ENSMUSG00000020067,Mypn
ENSMUST00000057870.3,Rprml-201,ENSMUSG00000046215,Rprml
ENSMUST00000211251.1,Gm6145-206,ENSMUSG00000110080,Gm6145
ENSMUST00000060989.8,Sorl1-201,ENSMUSG00000049313,Sorl1
ENSMUST00000038163.7,Pnmal1-201,ENSMUSG00000041141,Pnmal1
ENSMUST00000175903.8,Arhgef2-207,ENSMUSG00000028059,Arhgef2
ENSMUST00000102768.7,Rbm43-202,ENSMUSG00000036249,Rbm43
ENSMUST00000088236.4,Gm10220-201,ENSMUSG00000067698,Gm10220
ENSMUST00000227863.1,Ankrd28-207,ENSMUSG00000014496,Ankrd28
ENSMUST00000218840.1,Gm40617-201,ENSMUSG00000112352,Gm40617
ENSMUST00000238186.1,Gm10549-202,ENSMUSG00000118292,
ENSMUST00000127763.1,Gm15410-201,ENSMUSG00000085639,Gm15410
ENSMUST00000234285.1,Gm31645-201,ENSMUSG00000117358,
ENSMUST00000067218.13,Parp3-201,ENSMUSG00000023249,Parp3
ENSMUST00000052164.3,Npy4r-201,ENSMUSG00000048337,Npy4r
ENSMUST00000101367.8,Nt5c3-202,ENSMUSG00000029780,Nt5c3
ENSMUST00000155982.1,Gm16143-201,ENSMUSG00000087030,Gm16143
ENSMUST00000069183.7,Gucy2g-201,ENSMUSG00000055523,Gucy2g
ENSMUST00000030826.3,Slc2a5-201,ENSMUSG00000028976,Slc2a5
ENSMUST00000203815.1,Gm32914-201,ENSMUSG00000108161,Gm32914
ENSMUST00000031330.4,2010109A12Rik-201,ENSMUSG00000029384,2010109A12Rik
